Arboga Elementary,Olivehurst,95961,http://arboga.mjusd.com/,Yes
Rose Drive Elementary,Yorba Linda,92886,https://rosedrive.pylusd.org/,Yes
Franklin Elementary,Loomis,95650,https://franklin.loomis-usd.k12.ca.us/,Yes
Mt. Diablo Elementary,Clayton,94517,https://mdes-mdusd-ca.schoolloop.com/,Yes
Mountain View Elementary,Concord,94521,https://mves-mdusd-ca.schoolloop.com/,Yes
Amelia Earhart Continuation,North Hollywood,91601,https://earharths-lausd-ca.schoolloop.com/,Yes
Mountain High,Lake Arrowhead,92325,https://www.rimsd.k12.ca.us/Domain/13,Yes
Oak Avenue Elementary,Los Altos,94024,https://www.oakschool.org/,Yes
Frank del Olmo Elementary,Los Angeles,90004,https://delolmo-lausd-ca.schoolloop.com/,Yes
Ramona Elementary,Oxnard,93030,https://www.oxnardsd.org/Domain/1143,Yes
Stanford Primary Center,South Gate,90280,https://stanfordpc-lausd-ca.schoolloop.com/,Yes
Alexander Fleming Middle,Lomita,90717,https://flemingms.org/,Yes
Rudolph Rivera Middle,Merced,95348,https://www.mcsd.k12.ca.us/RiveraMS,Yes
Gault Street Elementary,Lake Balboa,91406,https://gaultelementary.weebly.com/,Yes
Los Angeles Senior High,Los Angeles,90019,https://www.lahigh.org/,Yes
Mary Collins Charter School at Cherry Valley,Petaluma,94952,https://www.petalumacityschools.org/cherryvalley,Yes
Silver Spur Elementary,Rancho Palos Verdes,90275,https://silverspur.pvpusd.net/,Yes
Hawthorne Elementary,Riverside,92503,http://hawthorne.riversideunified.org/,Yes
Kittridge Street Elementary,Van Nuys,91401,https://kittridgees-lausd-ca.schoolloop.com/,Yes
Mendocino K-8,Mendocino,95460,http://www.mendocinousd.org/MES,Yes
Highland Ranch Elementary,San Diego,92128,https://www.powayusd.com/en-US/Schools/ES/HRES/Home,Yes
Vinewood Elementary,Lodi,95242,https://vinewood.lodiusd.net/,Yes
YES Academy,Los Angeles,90043,https://yesacademy-lausd-ca.schoolloop.com/,Yes
Channel Islands High,Oxnard,93033,https://www.channelislandshigh.us/,Yes
Lois E. Borchardt Elementary,Lodi,95240,https://borchardt.lodiusd.net/,Yes
Mark Twain Elementary,Angels Camp,95222,https://www.mtwain.k12.ca.us/,Yes
Cedar Lane Elementary,Olivehurst,95961,http://cedarlane.mjusd.com/,Yes
Harris Newmark Continuation,Los Angeles,90026,https://newmarkhs-lausd-ca.schoolloop.com/,Yes
Ripon Elementary,Ripon,95366,https://www.riponel.com/,Yes
Dooley Elementary,Long Beach,90805,https://dooley-lbusd-ca.schoolloop.com/,Yes
Vista Grande Elementary,Rancho Palos Verdes,90275,https://vistagrande.pvpusd.net/,Yes
El Dorado Avenue Elementary,Sylmar,91342,https://eldorado-lausd-ca.schoolloop.com/,Yes
Mark Keppel,Paramount,90723,https://www.paramount.k12.ca.us/apps/pages/index.jsp?uREC_ID=51454&type=d&pREC_ID=63428,Yes
Callie Kirkpatrick Elementary,Menifee,92584,https://www.menifeeusd.org/cke/,Yes
Paularino Elementary,Costa Mesa,92626,https://paularino.nmusd.us/,Yes
Morningside Elementary,San Fernando,91340,https://morningsidees-lausd-ca.schoolloop.com/,Yes
Tamalpais Valley Elementary,Mill Valley,94941,https://www.mvschools.org/tm,Yes
Norris Elementary,Bakersfield,93312,https://nes.norris.k12.ca.us/,Yes
San Antonio Elementary,Pomona,91767,https://sanantonio.pusd.org/,Yes
Lankershim Elementary,North Hollywood,91601,https://le-lausd-ca.schoolloop.com/,Yes
Pueblo de Los Angeles Continuation,Los Angeles,90031,https://pdla-lausd-ca.schoolloop.com/,Yes
Melvin Avenue Elementary,Reseda,91335,https://melvinmustangs.net/,Yes
Benjamin Franklin Elementary,Riverside,92508,http://franklin.riversideunified.org/,Yes
Mission Continuation,San Fernando,91340,https://missionhs-lausd-ca.schoolloop.com/,Yes
Oak Middle,Los Alamitos,90720,https://oak.losal.org/,Yes
Valley Oaks Elementary (Alternative),Petaluma,94952,https://www.petalumacityschools.org/valleyoaks,Yes
La Merced Elementary,Montebello,90640,https://lme-montebellousd-ca.schoolloop.com/,Yes
Franklin Elementary,Oakland,94606,https://www.ousd.org/franklin,Yes
One Hundred Seventh Street Elementary,Los Angeles,90003,https://107street-lausd-ca.schoolloop.com/,Yes
Jack L. Weaver Elementary,Los Alamitos,90720,https://weaver.losal.org/,Yes
San Fernando Senior High,San Fernando,91340,https://www.sanfernandohs.com/,Yes
Castroville Elementary,Castroville,95012,https://www.nmcusd.org/castroville,Yes
Fifty-Second Street Elementary,Los Angeles,90037,https://52ndstreetes-lausd-ca.schoolloop.com/,Yes
Mercey Springs Elementary,Los Banos,93635,https://www.losbanosusd.org/mses,Yes
Moreno Valley Online Academy,Moreno Valley,92553,https://mvoa.mvusd.net/,Yes
