SCH_NAME,LCITY,LZIP
George Mayne Elementary,Alviso,95002
Millikin Elementary,Santa Clara,95051
Montague Elementary,Santa Clara,95054
Pomeroy Elementary,Santa Clara,95051
Ponderosa Elementary,Sunnyvale,94086
Scott Lane Elementary,Santa Clara,95050
Sutter Elementary,Santa Clara,95051
New Valley Continuation High,Santa Clara,95051
Westwood Elementary,Santa Clara,95050
Adrian Wilcox High,Santa Clara,95051
Washington Open Elementary,Santa Clara,95050
Buchser Middle,Santa Clara,95050
Marian A. Peterson Middle,Sunnyvale,94087
Santa Clara High,Santa Clara,95051
Wilson Alternative,Santa Clara,95050
Don Callejon,Santa Clara,95054
Santa Clara Community Day,Santa Clara,95051
Central Park Elementary,Santa Clara,95051
Mission Early College High,Santa Clara,95054
Santa Clara Elementary,Santa Paula,93060
Bay View Elementary,Santa Cruz,95060
De Laveaga Elementary,Santa Cruz,95065
Gault Elementary,Santa Cruz,95062
Westlake Elementary,Santa Cruz,95060
Santa Cruz City Elementary Alternative Education-Monarch,Santa Cruz,95062
Branciforte Middle,Santa Cruz,95062
Harbor High,Santa Cruz,95062
Costanoa Continuation High,Santa Cruz,95062
Mission Hill Middle,Santa Cruz,95060
Santa Cruz High,Santa Cruz,95060
Soquel High,Soquel,95073
Delta Charter,Aptos,95003
Alternative Family Education,Santa Cruz,95062
Ark Independent Studies,Santa Cruz,95062
Delta High,Santa Maria,93455
Ernest Righetti High,Santa Maria,93455
Santa Maria High,Santa Maria,93454
Pioneer Valley High,Santa Maria,93454
Malibu High,Malibu,90265
John Adams Middle,Santa Monica,90405
Edison Elementary,Santa Monica,90404
Franklin Elementary,Santa Monica,90403
Grant Elementary,Santa Monica,90405
Lincoln Middle,Santa Monica,90403
McKinley Elementary,Santa Monica,90404
John Muir Elementary,Santa Monica,90405
Olympic High (Continuation),Santa Monica,90405
Will Rogers Elementary,Santa Monica,90405
Roosevelt Elementary,Santa Monica,90403
Santa Monica High,Santa Monica,90405
Webster Elementary,Malibu,90265
Malibu Elementary,Malibu,90265
Santa Monica Alternative (K-8),Santa Monica,90405
Juan Cabrillo Elementary,Malibu,90265
Santa Monica-Malibu Preschool,Santa Monica,90404
Malibu Middle,Malibu,90265
La Joya Elementary,Salinas,93906
Santa Rita Elementary,Salinas,93906
Gavilan View Middle,Salinas,93906
McKinnon,Salinas,93906
New Republic Elementary,Salinas,93906
Bolsa Knolls Middle,Salinas,93906
Santa Rita Pre-K,Salinas,93906
Brook Hill Elementary,Santa Rosa,95404
Luther Burbank Elementary,Santa Rosa,95401
Santa Rosa French-American Charter (SRFACS),Santa Rosa,95405
Helen M. Lehman Elementary,Santa Rosa,95401
Hidden Valley Elementary,Santa Rosa,95404
Abraham Lincoln Elementary,Santa Rosa,95401
James Monroe Elementary,Santa Rosa,95403
Proctor Terrace Elementary,Santa Rosa,95404
Steele Lane Elementary,Santa Rosa,95403
Albert F. Biella Elementary,Santa Rosa,95401
Santa Rosa Charter School for the Arts,Santa Rosa,95404
Cesar Chavez Language Academy,Santa Rosa,95407
Elsie Allen High,Santa Rosa,95407
Herbert Slater Middle,Santa Rosa,95405
Hilliard Comstock Middle,Santa Rosa,95403
Lawrence Cook Middle,Santa Rosa,95407
Montgomery High,Santa Rosa,95405
Piner High,Santa Rosa,95403
Ridgway High (Continuation),Santa Rosa,95401
Rincon Valley Middle,Santa Rosa,95409
Santa Rosa High,Santa Rosa,95401
Santa Rosa Middle,Santa Rosa,95404
Maria Carrillo High,Santa Rosa,95409
Santa Rosa Accelerated Charter,Santa Rosa,95409
Santa Ynez Valley Union High,Santa Ynez,93460
Refugio High,Santa Ynez,93460
Santee Alternative,Santee,92071
Cajon Park Elementary,Santee,92071
Carlton Hills Elementary,Santee,92071
Carlton Oaks Elementary,Santee,92071
Chet F. Harritt Elementary,Santee,92071
Hill Creek Elementary,Santee,92071
Pepper Drive Elementary,El Cajon,92020
PRIDE Academy at Prospect Avenue,Santee,92071
Rio Seco Elementary,Santee,92071
Sycamore Canyon Elementary,Santee,92071
Santee Success Program,Santee,92071
Argonaut Elementary,Saratoga,95070
Foothill Elementary,Saratoga,95070
Redwood Middle,Saratoga,95070
Saratoga Elementary,Saratoga,95070
Saratoga Special Services Preschool,Saratoga,95070
Saucelito Elementary,Terra Bella,93270
Mountainview Elementary,Saugus,91350
Cedarcreek Elementary,Canyon Country,91351
Emblem Academy,Saugus,91350
Highlands Elementary,Saugus,91350
Rio Vista Elementary,Canyon Country,91351
Rosedell Elementary,Saugus,91350
Santa Clarita Elementary,Saugus,91350
Skyblue Mesa Elementary,Canyon Country,91351
Plum Canyon Elementary,Saugus,91350
North Park Elementary,Valencia,91355
Charles Helmers Elementary,Valencia,91354
James Foster Elementary,Saugus,91350
Bridgeport Elementary,Santa Clarita,91355
Tesoro del Valle Elementary,Valencia,91354
West Creek Academy,Valencia,91354
Bayside Martin Luther King Jr. Academy,Sausalito,94965
Cerritos Elementary,Anaheim,92804
Hansen Elementary,Anaheim,92804
Twila Reid Elementary,Anaheim,92804
Holder Elementary,Buena Park,90620
Stanwood A. Murphy Elementary,Scotia,95565
Brook Haven Middle,Sebastopol,95472
Park Side Elementary,Sebastopol,95472
Seeley Elementary,Seeley,92273
Seiad Elementary,Seiad Valley,96086
Abraham Lincoln Middle,Selma,93662
Eric White Elementary,Selma,93662
James Garfield Elementary,Selma,93662
Heartland High (Continuation),Selma,93662
Indianola Elementary,Selma,93662
Andrew Jackson Elementary,Selma,93662
Theodore Roosevelt Elementary,Selma,93662
Selma High,Selma,93662
Terry Elementary,Selma,93662
George Washington Elementary,Selma,93662
Woodrow Wilson Elementary,Selma,93662
Selma Independent,Selma,93662
Semitropic Elementary,Wasco,93280
Sequoia Elementary Charter,Lemon Cove,93244
Sequoia Union Elementary,Lemon Cove,93244
Carlmont High,Belmont,94002
Menlo-Atherton High,Atherton,94025
Redwood High,Redwood City,94063
Sequoia High,Redwood City,94062
Woodside High,Woodside,94062
Tide Academy,Menlo Park,94025
Shaffer Elementary,Litchfield,96117
Parkfield Elementary,San Miguel,93451
Shandon Elementary,Shandon,93461
Shandon High,Shandon,93461
Shasta Elementary,Shasta,96087
Enterprise High,Redding,96002
Shasta High,Redding,96001
Freedom High,Redding,96001
Pioneer Continuation High,Redding,96001
Foothill High,Palo Cedro,96073
North State Independence High,Redding,96001
Shiloh Elementary,Modesto,95358
Shiloh Charter,Modesto,95358
Bodega Bay Elementary,Bodega Bay,94923
Tomales Elementary,Tomales,94971
Tomales High,Tomales,94971
West Marin Elementary,Point Reyes Station,94956
Inverness Elementary,Inverness,94937
Shoreline Special Education Pre-School,Tomales,94971
Downieville Elementary,Downieville,95936
Downieville Junior-Senior High,Downieville,95936
Loyalton Elementary,Loyalton,96118
Loyalton High,Loyalton,96118
Sierra Pass (Continuation),Loyalton,96118
Gateway Elementary,Ridgecrest,93555
Burroughs High,Ridgecrest,93555
Inyokern Elementary,Inyokern,93527
James Monroe Middle,Ridgecrest,93555
Las Flores Elementary,Ridgecrest,93555
Mesquite Continuation High,Ridgecrest,93555
Murray Middle,Ridgecrest,93555
Pierce Elementary,Ridgecrest,93555
Richmond Elementary,Ridgecrest,93555
Faller Elementary,Ridgecrest,93555
Sierra Vista Education Center,Ridgecrest,93555
Sandy Bluffs Alternative Education Center,Tollhouse,93667
Sierra High,Tollhouse,93667
Lodge Pole Elementary (Alternative),Tollhouse,93667
Oak Meadow Community Day,Tollhouse,93667
Foothill Elementary,Prather,93651
Sierra Junior High,Tollhouse,93667
Silver Fork Elementary,Kyburz,95720
Newberry Springs Elementary,Newberry Springs,92365
Calico Continuation High,Yermo,92327
Silver Valley High,Yermo,92398
Yermo Elementary,Yermo,92398
Congressman Jerry Lewis Elementary,Fort Irwin,92310
Fort Irwin Middle,Fort Irwin,92310
Silver Valley Academy,Daggett,92327
Tiefort View Intermediate,Fort Irwin,92310
Silver Valley Community Day,Daggett,92327
Apollo High,Simi Valley,93065
Atherwood Elementary,Simi Valley,93065
Berylwood Elementary,Simi Valley,93065
Big Springs Elementary,Simi Valley,93063
Crestview Elementary,Simi Valley,93065
Garden Grove Elementary,Simi Valley,93063
Hillside Middle,Simi Valley,93065
Hollow Hills Elementary,Simi Valley,93065
Katherine Elementary,Simi Valley,93063
Knolls Elementary,Simi Valley,93063
Madera Elementary,Simi Valley,93065
Mountain View Elementary,Simi Valley,93065
Park View Elementary,Simi Valley,93065
Royal High,Simi Valley,93065
Santa Susana Elementary,Simi Valley,93063
Simi Valley High,Simi Valley,93063
Sinaloa Middle,Simi Valley,93065
Sycamore Elementary,Simi Valley,93065
Township Elementary,Simi Valley,93063
Valley View Middle,Simi Valley,93063
Vista Elementary,Simi Valley,93065
White Oak Elementary,Simi Valley,93063
Santa Susana High,Simi Valley,93063
Wood Ranch Elementary,Simi Valley,93065
Monte Vista,Simi Valley,93065
Arroyo Elementary,Simi Valley,93065
Justin Early Learners Academy,Simi Valley,93065
Happy Camp High,Happy Camp,96039
McCloud High,McCloud,95057
Mt. Shasta High,Mount Shasta,96067
Weed High,Weed,96094
Snelling-Merced Falls Elementary,Snelling,95369
Snowline Academy,Phelan,92371
Heritage,Phelan,92371
Quail Valley Middle,Phelan,92371
Chaparral High,Phelan,92329
Phelan Elementary,Phelan,92371
Serrano High,Phelan,92329
Wrightwood Elementary,Wrightwood,92397
Pinon Mesa Middle,Phelan,92329
Baldy Mesa Elementary,Phelan,92329
Pinon Hills Elementary,Pinon Hills,92372
Eagle Summit Community Day,Phelan,92371
Vista Verde Elementary,Victorville,92393
Silverado High,Victorville,92392
Goodwill High,Victorville,92395
Imogene Garner Hook Junior High,Victorville,92394
Lakeview Leadership Academy,Victorville,92395
Victor Valley High,Victorville,92395
Cobalt Institute of Math and Science Academy,Victorville,92392
University Preparatory,Victorville,92392
Adelanto High,Adelanto,92392
Goodwill Independent Study,Victorville,92395
Solana Santa Fe Elementary,Rancho Santa Fe,92067
Carmel Creek Elementary,San Diego,92130
Skyline Elementary,Solana Beach,92075
Solana Vista Elementary,Solana Beach,92075
Solana Highlands Elementary,San Diego,92130
Solana Pacific Elementary,San Diego,92130
Solana Ranch Elementary,San Diego,92130
Main Street Middle,Soledad,93960
San Vicente Elementary,Soledad,93960
Soledad High,Soledad,93960
Rose Ferrero Elementary,Soledad,93960
Gabilan Elementary,Soledad,93960
Pinnacles High,Soledad,93960
Frank Ledesma Elementary,Soledad,93960
Jack Franscioni Elementary,Soledad,93960
Soledad Transition Center,Soledad,93960
Soledad Preschool Center,Soledad,93960
Solvang Elementary,Solvang,93463
Somis Elementary,Somis,93066
Creekside High,Sonoma,95476
Altimira Middle,Sonoma,95476
Dunbar Elementary,Glen Ellen,95442
El Verano Elementary,Sonoma,95476
Flowery Elementary,Sonoma,95476
Prestwood Elementary,Sonoma,95476
Sassarini Elementary,Sonoma,95476
Sonoma Valley High,Sonoma,95476
Adele Harrison Middle,Sonoma,95476
Sonora Elementary,Sonora,95370
Sonora High,Sonora,95370
Dario Cassina High,Sonora,95370
Theodore Bird High,Sonora,95370
Main Street Elementary,Soquel,95073
New Brighton Middle,Capitola,95010
Santa Cruz Gardens Elementary,Santa Cruz,95065
Soquel Elementary,Soquel,95073
Opal Cliffs,Capitola,95010
Soulsbyville Elementary,Soulsbyville,95372
Soulsbyville,Soulsbyville,95372
Pine Hill Elementary,Eureka,95503
South Bay Elementary,Eureka,95503
South Bay Charter,Eureka,95503
Bayside STEAM Academy,Imperial Beach,91932
Godfrey G. Berry Elementary,San Diego,92154
Central Elementary,Imperial Beach,91932
Emory Elementary,San Diego,92154
Imperial Beach Charter,Imperial Beach,91932
Nestor Language Academy Charter,San Diego,92154
George Nicoloff Elementary,San Ysidro,92173
Oneonta Elementary,Imperial Beach,91932
Howard Pence Elementary,San Diego,92154
Sunnyslope Elementary,San Diego,92154
Teofilo Mendoza,San Diego,92154
VIP Village Preschool,Imperial Beach,91932
South Fork Elementary,Weldon,93283
Arroyo Vista Elementary,South Pasadena,91030
Marengo Elementary,South Pasadena,91030
Monterey Hills Elementary,South Pasadena,91030
South Pasadena Middle,South Pasadena,91030
South Pasadena Senior High,South Pasadena,91030
Alta Loma Middle,South San Francisco,94080
Baden High (Continuation),South San Francisco,94080
Buri Buri Elementary,South San Francisco,94080
El Camino High,South San Francisco,94080
Junipero Serra Elementary,Daly City,94015
Los Cerritos Elementary,South San Francisco,94080
Monte Verde Elementary,San Bruno,94066
Parkway Heights Middle,South San Francisco,94080
Ponderosa Elementary,South San Francisco,94080
Skyline Elementary,Daly City,94015
South San Francisco High,South San Francisco,94080
Spruce Elementary,South San Francisco,94080
Sunshine Gardens Elementary,South San Francisco,94080
Westborough Middle,South San Francisco,94080
Martin Elementary,South San Francisco,94080
Community Day,South San Francisco,94080
Hillside Elementary,South San Francisco,94080
Howard J. McKibben Elementary,Whittier,90604
Lake Marie Elementary,Whittier,90605
Loma Vista Elementary,Whittier,90605
Los Altos Elementary,Whittier,90604
Richard L. Graves Middle,Whittier,90605
Carmela Elementary,Whittier,90605
Monte Vista Middle,Whittier,90604
Agnes J. Johnson  Elementary,Weott,95571
Casterlin Elementary,Blocksburg,95514
Osprey Learning Center,Redway,95560
Redway Elementary,Redway,95560
South Fork Junior - Senior High,Miranda,95553
Whitethorn Elementary,Whitethorn,95589
Osprey Learning Center (Alternative),Miranda,95553
Miranda Junior High,Miranda,95553
Abraham Lincoln Alternative,Rosamond,93560
Rare Earth High (Continuation),Rosamond,93560
Rosamond Elementary,Rosamond,93560
Rosamond High Early College Campus,Rosamond,93560
Tropico Middle,Rosamond,93560
Westpark Elementary,Rosamond,93560
Hoaglin-Zenia Elementary,Zenia,95595
Southern Trinity High,Mad River,95526
Van Duzen Elementary,Mad River,95526
Mt. Lassic High (Continuation),Mad River,95526
Southside Elementary,Hollister,95023
Spencer Valley Elementary,Santa Ysabel,92070
Spreckels Elementary,Spreckels,93962
Buena Vista Middle,Salinas,93908
Springville Elementary,Springville,93265
Saint Helena Elementary,St. Helena,94574
Saint Helena High,St. Helena,94574
Robert Louis Stevenson Intermediate,St. Helena,94574
Saint Helena Primary,St. Helena,94574
Highland Elementary,Bakersfield,93308
Standard Elementary,Bakersfield,93308
Standard Middle,Bakersfield,93308
Wingland Elementary,Bakersfield,93308
Josephine Chrysler Elementary,Modesto,95350
George Eisenhut Elementary,Modesto,95350
Prescott Junior High,Modesto,95350
Stanislaus Elementary,Modesto,95356
Agnes M. Baptist Elementary,Modesto,95356
Mary Lou Dieterich Elementary,Modesto,95350
Taft Elementary,Stockton,95206
Adams Elementary,Stockton,95207
August Elementary,Stockton,95205
Cleveland Elementary,Stockton,95204
Commodore Stockton Skills,Stockton,95204
Edison High,Stockton,95206
El Dorado Elementary,Stockton,95204
Elmwood Elementary,Stockton,95215
Fillmore Elementary,Stockton,95205
Franklin High,Stockton,95215
Grunsky Elementary,Stockton,95205
Harrison Elementary,Stockton,95209
Hazelton Elementary,Stockton,95206
Kohl Open Elementary,Stockton,95207
Hoover Elementary,Stockton,95204
Kennedy Elementary,Stockton,95210
King Elementary,Stockton,95205
Madison Elementary,Stockton,95204
McKinley Elementary,Stockton,95206
Monroe Elementary,Stockton,95206
Montezuma Elementary,Stockton,95206
Nightingale Charter,Stockton,95206
Pulliam Elementary,Stockton,95207
Roosevelt Elementary,Stockton,95205
Stagg Senior High,Stockton,95207
Taylor Leadership Academy,Stockton,95206
Tyler Skills Elementary,Stockton,95204
Van Buren Elementary,Stockton,95206
Victory Elementary,Stockton,95203
Rio Calaveras Elementary,Stockton,95210
Walton Development Center,Stockton,95207
San Joaquin Elementary,Stockton,95206
Weber Institute,Stockton,95203
District Special Education,Stockton,95210
Jane Frederick High,Stockton,95205
George Washington Elementary,Stockton,95203
Wilson Elementary,Stockton,95204
Dolores Huerta Elementary,Stockton,95206
George W. Bush Elementary,Stockton,95212
Cesar Chavez High,Stockton,95212
John Marshall Elementary,Stockton,95206
Maxine Hong Kingston Elementary,Stockton,95207
Pittman Charter,Stockton,95202
Wilhelmina Henry Elementary,Stockton,95215
John C. Fremont Elementary,Stockton,95205
Alexander Hamilton Elementary,Stockton,95206
Valentine Peyton Elementary,Stockton,95212
Edward C. Merlo Institute of Environmental Studies,Stockton,95206
Spanos (Alex G.) Elementary,Stockton,95203
Stockton High,Stockton,95202
Stockton Early College Academy,Stockton,95202
Health Careers Academy,Stockton,95203
Primary Years Academy,Stockton,95204
Pacific Law Academy,Stockton,95207
Marshall K-8 Community Day,Stockton,95206
Stone Corral Elementary,Visalia,93292
Elk Creek Elementary,Elk Creek,95939
Elk Creek Junior-Senior High,Elk Creek,95939
Indian Valley Elementary,Stonyford,95979
Bidwell Point High (Continuation),Elk Creek,95939
Strathmore Community Day,Strathmore,93267
Strathmore Elementary,Strathmore,93267
Leona H. Cox Community Elementary,Canyon Country,91351
Mint Canyon Community Elementary,Canyon Country,91351
Mitchell Community Elementary,Canyon Country,91387
Sulphur Springs Community Elementary,Canyon Country,91387
Valley View Community Elementary,Newhall,91321
Pinetree Community Elementary,Canyon Country,91387
Canyon Springs Community Elementary,Canyon Country,91351
Fair Oaks Ranch Community,Santa Clarita,91387
Golden Oak Community,Santa Clarita,91321
Sulphur Springs Special Education Consortia,Santa Clarita,91351
Summerville Elementary,Tuolumne,95379
Summerville High,Tuolumne,95379
Long Barn High,Long Barn,95335
South Fork High,Twain Harte,95383
Cold Springs High,Long Barn,95335
Mountain High,Pinecrest,95364
Connections Visual and Performing Arts Academy,Tuolumne,95379
Sundale Elementary,Tulare,93274
Sunnyside Elementary,Strathmore,93267
Vargas Elementary,Sunnyvale,94086
San Miguel Elementary,Sunnyvale,94085
Bishop Elementary,Sunnyvale,94085
Cherry Chase Elementary,Sunnyvale,94087
Cumberland Elementary,Sunnyvale,94087
Ellis Elementary,Sunnyvale,94086
Lakewood Elementary,Sunnyvale,94089
Columbia Middle,Sunnyvale,94085
Sunnyvale Middle,Sunnyvale,94087
Fairwood Elementary,Sunnyvale,94089
Surprise Valley Elementary,Cedarville,96104
Surprise Valley High,Cedarville,96104
Diamond View Middle,Susanville,96130
McKinley Elementary,Susanville,96130
Meadow View,Susanville,96130
Sutter High,Sutter,95982
Butte View High,Sutter,95982
Eastlake High,Chula Vista,91915
Bonita Vista Middle,Chula Vista,91910
Bonita Vista Senior High,Chula Vista,91913
Castle Park Middle,Chula Vista,91911
Castle Park Senior High,Chula Vista,91911
Chula Vista Middle,Chula Vista,91910
Chula Vista Senior High,Chula Vista,91911
Granger Junior High,National City,91950
Hilltop Middle,Chula Vista,91910
Hilltop Senior High,Chula Vista,91910
Mar Vista Academy,San Diego,92154
Mar Vista Senior High,Imperial Beach,91932
Montgomery Middle,San Diego,92154
Montgomery Senior High,San Diego,92154
National City Middle,National City,91950
Palomar High,Chula Vista,91911
Southwest Middle,San Diego,92154
Southwest Senior High,San Diego,92154
Sweetwater High,National City,91950
Rancho del Rey Middle,Chula Vista,91910
Options Secondary,Chula Vista,91911
Sweetwater Community Day,Chula Vista,91911
Alta Vista Academy,Chula Vista,91911
San Ysidro High,San Diego,92154
Otay Ranch Senior High,Chula Vista,91913
Eastlake Middle,Chula Vista,91914
Olympian High,Chula Vista,91913
East Hills Academy,Chula Vista,91913
Orchard Elementary,Modesto,95355
Elizabeth Ustach Middle,Modesto,95355
Coleman F. Brown Elementary,Modesto,95355
Stockard Coffee Elementary,Modesto,95355
Sherwood Elementary,Modesto,95350
Somerset Middle,Modesto,95350
Standiford Elementary,Modesto,95350
Sylvan Elementary,Modesto,95355
Woodrow Elementary,Modesto,95350
Freedom Elementary,Modesto,95355
Daniel J. Savage Middle,Modesto,95355
Crossroads Elementary,Riverbank,95367
Mary Ann Sanders Elementary,Modesto,95355
Conley Elementary,Taft,93268
Lincoln Junior High,Taft,93268
Parkview Elementary,Taft,93268
Roosevelt Elementary,Taft,93268
Taft Primary,Taft,93268
Jefferson Elementary,Taft,93268
Buena Vista High (Continuation),Taft,93268
Taft Union High,Taft,93268
Glenshire Elementary,Truckee,96161
Cold Stream Alternative,Truckee,96161
Donner Trail Elementary,Kingvale,96161
Kings Beach Elementary,Kings Beach,96143
North Tahoe High,Tahoe City,96145
North Tahoe,Tahoe City,96145
Sierra High (Continuation),Truckee,96161
Tahoe Lake Elementary,Tahoe City,96145
Tahoe Truckee High,Truckee,96161
Truckee Elementary,Truckee,96161
Alder Creek Middle,Truckee,96161
Redwood High,Larkspur,94939
San Andreas High (Continuation),Larkspur,94939
Sir Francis Drake High,San Anselmo,94960
Tamalpais High,Mill Valley,94941
Tamiscal High (Alternative),Larkspur,94939
Jacobsen Middle,Tehachapi,93561
Tehachapi High,Tehachapi,93561
Tompkins Elementary,Tehachapi,93561
Monroe High (Continuation),Tehachapi,93561
Golden Hills Elementary,Tehachapi,93561
Cummings Valley Elementary,Tehachapi,93561
Dr. Doug Sears Learning Center,Temple City,91780
Cloverly Elementary,Temple City,91780
Emperor Elementary,San Gabriel,91775
La Rosa Elementary,Temple City,91780
Longden Elementary,Temple City,91780
Oak Avenue Intermediate,Temple City,91780
Temple City High,Temple City,91780
Temple City Alternative,Temple City,91780
Eagle Canyon High,Templeton,93465
Vineyard Elementary,Templeton,93465
Templeton Elementary,Templeton,93465
Templeton High,Templeton,93465
Templeton Independent Study High,Templeton,93465
Templeton Home,Templeton,93465
Templeton Middle,Templeton,93465
Carl Smith Middle,Terra Bella,93270
Terra Bella Elementary,Terra Bella,93270
Nelson Avenue Middle,Oroville,95965
Poplar Avenue Elementary,Oroville,95965
Sierra Avenue Elementary,Oroville,95965
Heritage Community Day,Oroville,95965
Plumas Avenue Elementary,Oroville,95965
Pioneer Community Day,Oroville,95965
Three Rivers Elementary,Three Rivers,93271
Tipton Elementary,Tipton,93272
Jefferson Middle,Torrance,90503
Edward J. Richardson Middle,Torrance,90505
John Adams Elementary,Torrance,90501
Anza Elementary,Torrance,90503
Arlington Elementary,Torrance,90504
Joseph Arnold Elementary,Torrance,90505
Calle Mayor Middle,Torrance,90505
Evelyn Carr Elementary,Torrance,90504
Casimir Middle,Torrance,90504
Edison Elementary,Torrance,90504
Fern Elementary,Torrance,90503
Hickory Elementary,Torrance,90505
J. H. Hull Middle,Torrance,90501
Lincoln Elementary,Torrance,90504
Bert M. Lynn Middle,Torrance,90503
Madrona Middle,Torrance,90503
Philip Magruder Middle,Torrance,90504
North High,Torrance,90504
Riviera Elementary,Torrance,90505
Seaside Elementary,Torrance,90505
Shery (Kurt T.) High (Continuation),Torrance,90501
South High,Torrance,90505
Torrance Elementary,Torrance,90501
Torrance High,Torrance,90501
Towers Elementary,Torrance,90503
Victor Elementary,Torrance,90503
Walteria Elementary,Torrance,90505
West High,Torrance,90503
Howard Wood Elementary,Torrance,90501
Yukon Elementary,Torrance,90504
Gene Drevno Community Day,Torrance,90501
LAUNCH Preschool,Torrance,90505
Traver Elementary,Traver,93673
Foxboro Elementary,Vacaville,95687
Travis Elementary,Travis AFB,94535
Center Elementary,Fairfield,94533
Golden West Middle,Fairfield,94533
Travis Education Center,Fairfield,94533
Scandia Elementary,Travis AFB,94535
Vanden High,Fairfield,94533
Travis Community Day,Fairfield,94533
Travis Independent Study,Fairfield,94533
Cambridge Elementary,Vacaville,95687
Tres Pinos Elementary,Tres Pinos,95075
Trinidad Union,Trinidad,95570
Trinity Center Elementary,Trinity Center,96091
Trona Elementary,Trona,93562
Trona High,Trona,93562
Cherry Avenue Middle,Tulare,93274
Garden Elementary,Tulare,93274
Frank Kohn Elementary,Tulare,93274
Lincoln Elementary,Tulare,93274
Maple Elementary,Tulare,93274
Mulcahy Middle,Tulare,93274
Roosevelt Elementary,Tulare,93274
Wilson Elementary,Tulare,93274
Heritage Elementary,Tulare,93274
Tulare City Community Day,Tulare,93274
Cypress Elementary,Tulare,93274
Pleasant Elementary,Tulare,93274
Live Oak Middle,Tulare,93274
Los Tules Middle,Tulare,93274
Mission Valley Elementary,Tulare,93274
Tulare Support,Tulare,93274
Alpine Vista,Tulare,93274
Tulare Technical Preparatory High,Tulare,93274
Sierra Vista Charter High,Tulare,93274
Tulare Union High,Tulare,93274
Tulare Western High,Tulare,93274
Countryside Community Day,Tulare,93274
Mission Oak High,Tulare,93274
Accelerated Charter High,Tulare,93274
Tulelake Continuation High,Tulelake,96134
Tulelake High,Tulelake,96134
Tulelake Basin Elementary,Tulelake,96134
Barbara Benson Elementary,Tustin,92780
C. E. Utt Middle,Tustin,92780
Tustin Ranch Elementary,Tustin,92782
Arroyo Elementary,Santa Ana,92705
Columbus Tustin Middle,Tustin,92780
A. G. Currie Middle,Tustin,92780
Helen Estock Elementary,Tustin,92780
Foothill High,Santa Ana,92705
Robert Heideman Elementary,Tustin,92780
Hewes Middle,Santa Ana,92705
Hillview High (Continuation),Tustin,92780
Loma Vista Elementary,Santa Ana,92705
W. R. Nelson Elementary,Tustin,92780
Jeane Thorman Elementary,Tustin,92780
Tustin High,Tustin,92780
Tustin Memorial Elementary,Santa Ana,92705
Marjorie Veeh Elementary,Tustin,92780
Tustin Connect,Tustin,92780
Guin Foss Elementary,Santa Ana,92705
Peters Canyon Elementary,Tustin,92782
Pioneer Middle,Tustin,92782
Red Hill Elementary,Santa Ana,92705
Ladera Elementary,Tustin,92782
Myford Elementary,Irvine,92602
Benjamin F. Beswick Elementary,Tustin,92780
Arnold O. Beckman High,Irvine,92602
Hicks Canyon Elementary,Irvine,92602
Orchard Hills,Irvine,92602
Heritage Elementary,Tustin,92782
Twain Harte,Twain Harte,95383
Apple Blossom,Sebastopol,95472
Twin Hills Charter Middle,Sebastopol,95472
Orchard View,Sebastopol,95472
Sunridge Charter,Sebastopol,95472
Two Rock Elementary,Petaluma,94952
Calpella Elementary,Ukiah,95482
Frank Zeek Elementary,Ukiah,95482
Nokomis Elementary,Ukiah,95482
Oak Manor Elementary,Ukiah,95482
Pomolita Middle,Ukiah,95482
South Valley High (Continuation),Ukiah,95482
Ukiah High,Ukiah,95482
Yokayo Elementary,Ukiah,95482
Eagle Peak Middle,Redwood Valley,95470
Grace Hudson Elementary,Ukiah,95482
Ukiah Independent Study Academy,Ukiah,95482
Alta Vista Elementary,Los Gatos,95032
Carlton Elementary,San Jose,95124
Dartmouth Middle,San Jose,95118
Guadalupe Elementary,San Jose,95120
Lietz Elementary,San Jose,95118
Noddin Elementary,San Jose,95124
Oster Elementary,San Jose,95124
Union Middle,San Jose,95124
Union Hill Elementary,Grass Valley,95945
Union Hill Middle,Grass Valley,94945
Elise P. Buckingham Charter Magnet High,Vacaville,95687
Alamo Elementary,Vacaville,95688
Country High,Vacaville,95688
Fairmont Charter Elementary,Vacaville,95687
Hemlock Elementary,Vacaville,95688
Willis Jepson Middle,Vacaville,95688
Edwin Markham Elementary,Vacaville,95688
Orchard Elementary,Vacaville,95688
Eugene Padan Elementary,Vacaville,95687
Vacaville High,Vacaville,95688
Vaca Pena Middle,Vacaville,95687
Will C. Wood High,Vacaville,95687
Jean Callison Elementary,Vacaville,95687
Browns Valley Elementary,Vacaville,95688
Cooper Elementary,Vacaville,95687
Sierra Vista K-8,Vacaville,95687
Ernest Kimme Charter Academy for Independent Learning,Vacaville,95687
Dean L. Shively,South El Monte,91733
New Temple,South El Monte,91733
Avery Middle,Avery,95224
Albert A. Michelson Elementary,Murphys,95247
Hazel Fischer Elementary,Arnold,95223
Home School Academy (Alternative),Murphys,95247
Vallecitos Elementary,Rainbow,92028
Annie Pennycook Elementary,Vallejo,94591
Beverly Hills Elementary,Vallejo,94591
Johnston Cooper Elementary,Vallejo,94589
Dan Mini Elementary,Vallejo,94589
Cave Language Academy,Vallejo,94591
Elsa Widenmann Elementary,Vallejo,94589
Mare Island Health and Fitness Academy,Vallejo,94592
Federal Terrace Elementary,Vallejo,94590
