SCH_NAME,LCITY,LZIP
Blanche Charles Elementary,Calexico,92231
Enrique Camarena Jr. High,Calexico,92231
Cesar Chavez Elementary,Calexico,92231
Calexico Community Day,Calexico,92231
Piute Mountain Elementary,Caliente,93518
Calipatria High,Calipatria,92233
Bill E. Young Jr. Middle,Calipatria,92233
Grace Smith Elementary,Niland,92257
Fremont Primary,Calipatria,92233
Calistoga Elementary,Calistoga,94515
Calistoga Junior/Senior High,Calistoga,94515
Palisades High (Continuation),Calistoga,94515
Bagby Elementary,San Jose,95124
Fammatre Elementary,San Jose,95124
Farnham Charter,San Jose,95124
Price Charter Middle,San Jose,95124
Sartorette Charter,San Jose,95124
Steindorf STEAM K-8 Magnet,San Jose,95124
Camino Elementary,Camino,95709
Blackford Elementary,San Jose,95125
Capri Elementary,Campbell,95008
Castlemont Elementary,Campbell,95008
Forest Hill Elementary,San Jose,95130
Lynhaven Elementary,San Jose,95117
Marshall Lane Elementary,Saratoga,95070
Monroe Middle,San Jose,95128
Rolling Hills Middle,Los Gatos,95030
Rosemary,Campbell,95008
Sherman Oaks Elementary,San Jose,95128
Village,Campbell,95008
Campbell School of Innovation,Campbell,95008
Boynton High,San Jose,95117
Del Mar High,San Jose,95128
Prospect High,Saratoga,95070
Westmont High,Campbell,95008
Leigh High,San Jose,95124
Branham High,San Jose,95118
Camptonville Elementary,Camptonville,95922
Canyon Elementary,Canyon,94516
Capay Joint Union Elementary,Orland,95963
Capistrano Valley High,Mission Viejo,92692
Castille Elementary,Mission Viejo,92691
Concordia Elementary,San Clemente,92672
Dana Hills High,Dana Point,92629
Del Obispo Elementary,San Juan Capistrano,92675
Carl Hankey Elementary,Mission Viejo,92692
Harold Ambuehl Elementary,San Juan Capistrano,92675
Las Palmas Elementary,San Clemente,92672
Marco Forster Middle,San Juan Capistrano,92675
Moulton Elementary,Laguna Niguel,92677
Niguel Hills Middle,Laguna Niguel,92677
Palisades Elementary,Capistrano Beach,92624
Richard Henry Dana Elementary,Dana Point,92629
San Clemente High,San Clemente,92673
San Juan Elementary,San Juan Capistrano,92675
Junipero Serra High,San Juan Capistrano,92675
Shorecliffs Middle,San Clemente,92672
Viejo Elementary,Mission Viejo,92691
Arroyo Vista Elementary,Rancho Santa Margarita,92688
Aliso Niguel High,Aliso Viejo,92656
Aliso Viejo Middle,Aliso Viejo,92656
Bathgate Elementary,Mission Viejo,92692
Hidden Hills Elementary,Laguna Niguel,92677
Clarence Lobo Elementary,San Clemente,92672
John Malcom Elementary,Laguna Niguel,92677
Wood Canyon Elementary,Aliso Viejo,92656
Oak Grove Elementary,Aliso Viejo,92656
Las Flores Elementary,Rancho Santa Margarita,92688
Wagon Wheel Elementary,Coto De Caza,92679
Newhart Middle,Mission Viejo,92692
Bernice Ayer Middle,San Clemente,92673
Don Juan Avila Elementary,Aliso Viejo,92656
Don Juan Avila Middle,Aliso Viejo,92656
Las Flores Middle,Las Flores,92688
Kinoshita Elementary,San Juan Capistrano,92675
Tijeras Creek Elementary,Rancho Santa Margarita,92688
Richard Henry Dana Exceptional Needs,Dana Point,92629
Tesoro High,Las Flores,92688
Chaparral Elementary,Ladera Ranch,92694
Marblehead Elementary,San Clemente,92673
Marian Bergeson Elementary,Laguna Niguel,92677
Truman Benedict Elementary,San Clemente,92673
George White Elementary,Laguna Niguel,92677
Philip J. Reilly Elementary,Mission Viejo,92692
Bridges Community Day,San Juan Capistrano,92675
Laguna Niguel Elementary,Laguna Niguel,92677
Oso Grande Elementary,Ladera Ranch,92694
Ladera Ranch Middle,Ladera Ranch,92694
Ladera Ranch Elementary,Ladera Ranch,92694
Vista del Mar Middle,San Clemente,92673
Vista del Mar Elementary,San Clemente,92673
Canyon Vista Elementary,Aliso Viejo,92656
Arroyo Vista Middle,Rancho Santa Margarita,92688
San Juan Hills High,San Juan Capistrano,92675
Capistrano Home/Virtual,San Juan Capistrano,92675
Carl Hankey Middle,Mission Viejo,92692
California Preparatory Academy,San Juan Capistrano,92675
Esencia,Rancho Mission Viejo,92694
Esencia Middle,Rancho Mission Viejo,92694
Ada W. Harris Elementary,Cardiff-by-the-Sea,92007
Cardiff Elementary,Cardiff-by-the-Sea,92007
Buena Vista Elementary,Carlsbad,92008
Carlsbad High,Carlsbad,92008
Jefferson Elementary,Carlsbad,92008
Kelly Elementary,Carlsbad,92008
Carlsbad Village Academy,Carlsbad,92008
Magnolia Elementary,Carlsbad,92008
Valley Middle,Carlsbad,92008
Carlsbad Seaside Academy,Carlsbad,92008
Pacific Rim Elementary,Carlsbad,92009
Aviara Oaks Middle,Carlsbad,92011
Hope Elementary,Carlsbad,92008
Aviara Oaks Elementary,Carlsbad,92009
Calavera Hills Elementary,Carlsbad,92008
Calavera Hills Middle,Carlsbad,92008
Poinsettia Elementary,Carlsbad,92009
Sage Creek High,Carlsbad,92010
Captain Cooper Elementary,Big Sur,93920
Carmel Valley High,Carmel,93923
Carmel High,Carmel,93923
Carmel Middle,Carmel,93922
Carmel River Elementary,Carmel,93923
Tularcitos Elementary,Carmel Valley,93924
Carmel Child Development Center,Carmel,93923
Apple Pie Preschool,Big Sur,93920
Aliso Elementary,Carpinteria,93013
Canalino Elementary,Carpinteria,93013
Carpinteria Middle,Carpinteria,93013
Carpinteria Senior High,Carpinteria,93013
Summerland Elementary,Summerland,93067
Rincon High (Continuation),Carpinteria,93013
Foothill Alternative High,Carpinteria,93013
Carpinteria Family,Carpinteria,93013
Anderson Middle,Anderson,96007
Anderson Heights Elementary,Anderson,96007
Meadow Lane Elementary,Anderson,96007
North State Aspire Academy,Anderson,96007
Castaic Elementary,Castaic,91384
Castaic Middle,Castaic,91384
Live Oak Elementary,Castaic,91384
Northlake Hills Elementary,Castaic,91384
Non-RIS Preschool CMS,Castaic,91384
Castle Rock Elementary,Castella,96017
Canyon Middle,Castro Valley,94552
Castro Valley Elementary,Castro Valley,94546
Castro Valley High,Castro Valley,94546
Redwood Continuation High,Castro Valley,94546
Marshall Elementary,Castro Valley,94546
Palomares Elementary,Castro Valley,94552
Proctor Elementary,Castro Valley,94546
Roy A. Johnson High,Castro Valley,94546
Vannoy Elementary,Castro Valley,94546
Jensen Ranch Elementary,Castro Valley,94552
Creekside Middle,Castro Valley,94546
Chabot Elementary,Castro Valley,94546
Independent Elementary,Castro Valley,94552
Stanton Elementary,Castro Valley,94546
Alma Preschool,Castro Valley,94546
Castro Valley Virtual Academy,Castro Valley,94546
Cayucos Elementary,Cayucos,93430
Oak Hill Elementary,Antelope,95843
Arthur S. Dudley Elementary,Antelope,95843
Cyril Spinelli Elementary,Antelope,95843
Center High,Antelope,95843
McClellan High (Continuation),Antelope,95843
North Country Elementary,Antelope,95843
Wilson C. Riles Middle,Roseville,95747
Hawthorne High,Hawthorne,90250
Leuzinger High,Lawndale,90260
R. K. Lloyde High,Lawndale,90260
Lawndale High,Lawndale,90260
Centinela Valley Independent Study,Lawndale,90260
Central Elementary,Rancho Cucamonga,91730
Cucamonga Middle,Rancho Cucamonga,91730
Dona Merced Elementary,Rancho Cucamonga,91730
Valle Vista Elementary,Rancho Cucamonga,91730
Ruth Musser Middle,Rancho Cucamonga,91730
Bear Gulch Elementary,Rancho Cucamonga,91730
Coyote Canyon Elementary,Rancho Cucamonga,91730
William Saroyan Elementary,Fresno,93722
John Steinbeck Elementary,Fresno,93722
Central High East Campus,Fresno,93722
Norman Liddell Elementary,Fresno,93722
Biola-Pershing Elementary,Fresno,93723
El Capitan Middle,Fresno,93722
Herndon-Barstow Elementary,Fresno,93723
Houghton-Kearney Elementary,Fresno,93706
Pershing Continuation High,Fresno,93706
Roosevelt Elementary,Fresno,93723
Teague Elementary,Fresno,93722
Madison Elementary,Fresno,93706
Central Unified Alternative/Opportunity,Fresno,93722
McKinley Elementary,Fresno,93722
River Bluff Elementary,Fresno,93722
Rio Vista Middle,Fresno,93722
James K. Polk Elementary,Fresno,93722
Harvest Elementary,Fresno,93723
Pathway Community Day,Fresno,93706
Glacier Point Middle,Fresno,93723
Pathway Elementary Community Day,Fresno,93706
Hanh Phan Tilley Elementary,Fresno,93722
Akers Elementary,N.A.S. Lemoore,93245
Central Elementary,Lemoore,93245
R. J. Neutra,N.A.S. Lemoore,93245
Stratford Elementary,Stratford,93266
Central Union High,El Centro,92243
Desert Oasis High (Continuation),El Centro,92243
Southwest High,El Centro,92243
Phoenix Rising High,El Centro,92243
Buena Terra Elementary,Buena Park,90620
Danbrook Elementary,Anaheim,92804
Glen H. Dysinger Sr. Elementary,Buena Park,90620
Los Coyotes Elementary,La Palma,90623
George B. Miller Elementary,La Palma,90623
San Marino Elementary,Buena Park,90620
Raymond Temple Elementary,Buena Park,90620
Centralia Elementary,Anaheim,92801
Argus High (Continuation),Ceres,95307
Carroll Fowler Elementary,Ceres,95307
Caswell Elementary,Ceres,95307
Ceres High,Ceres,95307
Don Pedro Elementary,Ceres,95307
Mae Hensley Junior High,Ceres,95307
Walter White Elementary,Ceres,95307
Westport Elementary,Modesto,95358
Samuel Vaughn Elementary,Ceres,95307
Blaker-Kinser Junior High,Ceres,95307
Endeavor Alternative,Ceres,95307
Virginia Parks Elementary,Modesto,95351
Whitmore Charter School of Art & Technology,Ceres,95307
Whitmore Charter High,Ceres,95307
Central Valley High,Ceres,95307
Joel J. Hidahl Elementary,Ceres,95307
M. Robert Adkison Elementary,Modesto,95351
Sinclear Elementary,Ceres,95307
La Rosa Elementary,Ceres,95307
Caswell State Preschool,Ceres,95307
Cesar Chavez Junior High,Ceres,95307
Lucas Elementary,Ceres,95307
Patricia Kay Beaver Elementary,Ceres,95307
Ceres Special Education,Ceres,95307
Alta Loma High,Alta Loma,91701
Chaffey High,Ontario,91762
Montclair High,Montclair,91763
Ontario High,Ontario,91762
Valley View High (Continuation),Ontario,91764
Rancho Cucamonga High,Rancho Cucamonga,91701
Chaffey Community Day,Ontario,91764
Etiwanda High,Etiwanda,91739
Los Osos High,Rancho Cucamonga,91737
Colony High,Ontario,91761
Chaffey District Online High,Ontario,91764
Arrow High (Continuation),Glendora,91740
Badillo Elementary,Covina,91724
Cedargrove Elementary,Covina,91724
Charter Oak High,Covina,91724
Glen Oak Elementary,Covina,91724
Royal Oak Middle,Covina,91724
Washington Elementary,Glendora,91740
Willow Elementary,Glendora,91740
Oak Knoll Alternative,Glendora,91740
Bridges Community Day,Glendora,91740
Chatom Elementary,Turlock,95380
Mountain View Middle,Turlock,95313
Chicago Park Elementary,Grass Valley,95945
Chicago Park Community Charter,Grass Valley,95945
Bidwell Junior High,Chico,95926
Chapman Elementary,Chico,95928
Chico Junior High,Chico,95926
Chico High,Chico,95926
Citrus Avenue Elementary,Chico,95926
Fair View High (Continuation),Chico,95926
Hooker Oak Elementary,Chico,95926
Marigold Elementary,Chico,95926
McManus (John A.) Elementary,Chico,95926
Neal Dow Elementary,Chico,95926
Parkview Elementary,Chico,95928
Pleasant Valley High,Chico,95926
Rosedale Elementary,Chico,95928
Shasta Elementary,Chico,95926
Sierra View Elementary,Chico,95926
Emma Wilson Elementary,Chico,95926
Marsh (Harry M.) Junior High,Chico,95928
Oakdale,Chico,95926
Little Chico Creek Elementary,Chico,95928
Loma Vista,Chico,95926
Academy for Change,Chico,95926
Center for Alternative Learning,Chico,95926
Boys Republic High,Chino Hills,91709
Buena Vista Continuation High,Chino,91710
Anna A. Borba Fundamental Elementary,Chino,91710
Chino High,Chino,91710
Alicia Cortez Elementary,Chino,91710
Dickson Elementary,Chino,91710
Don Antonio Lugo High,Chino,91710
Glenmeade Elementary,Chino Hills,91709
Magnolia Junior High,Chino,91710
E. J. Marshall Elementary,Chino,91710
Newman Elementary,Chino,91710
Ramona Junior High,Chino,91710
Walnut Avenue Elementary,Chino,91710
Woodcrest Junior High,Ontario,91761
Country Springs Elementary,Chino Hills,91709
Hidden Trails Elementary,Chino Hills,91709
Lyle S. Briggs Fundamental,Chino,91710
Levi H. Dickey Elementary,Ontario,91761
Robert O. Townsend Junior High,Chino Hills,91709
Gerald F. Litel Elementary,Chino Hills,91709
Eagle Canyon Elementary,Chino Hills,91709
Oak Ridge Elementary,Chino Hills,91709
Howard Cattle Elementary,Chino,91710
Rolling Ridge Elementary,Chino Hills,91709
Butterfield Ranch Elementary,Chino Hills,91709
Ruben S. Ayala High,Chino Hills,91709
Canyon Hills Junior High,Chino Hills,91709
Chino Hills High,Chino Hills,91709
Chino Valley Learning Academy,Chino Hills,91709
Edwin Rhodes Elementary,Chino,91710
Michael G. Wickman Elementary,Chino Hills,91709
Liberty Elementary,Ontario,91761
Chaparral Elementary,Chino Hills,91709
Cal Aero Preserve Academy,Chino,91708
Fairmead Elementary,Chowchilla,93610
Merle L. Fuller Elementary,Chowchilla,93610
Stephens Elementary,Chowchilla,93610
Wilson Middle,Chowchilla,93610
Ronald Reagan Elementary,Chowchilla,93610
Chowchilla Union High,Chowchilla,93610
Gateway High (Continuation),Chowchilla,93610
Chualar Elementary,Chualar,93925
Allen (Ella B.) Elementary,Bonita,91902
Castle Park Elementary,Chula Vista,91910
Cook (Hazel Goes) Elementary,Chula Vista,91911
Finney (Myrtle S.) Elementary,San Diego,92154
Halecrest Elementary,Chula Vista,91910
Harborside Elementary,Chula Vista,91911
Hilltop Drive Elementary,Chula Vista,91910
Juarez-Lincoln Elementary,San Diego,92154
Kellogg (Karl H.) Elementary,Chula Vista,91911
Lauderbach (J. Calvin) Elementary,Chula Vista,91911
Loma Verde Elementary,Chula Vista,91911
Los Altos Elementary,San Diego,92154
Montgomery (John J.) Elementary,Chula Vista,91911
Palomar Elementary,Chula Vista,91911
Parkview Elementary,Chula Vista,91911
Rice (Lilian J.) Elementary,Chula Vista,91911
Rogers (Greg) Elementary,Chula Vista,91911
Rohr (Fred H.) Elementary,Chula Vista,91911
Rosebank Elementary,Chula Vista,91911
Silver Wing Elementary,San Diego,92154
Sunnyside Elementary,Bonita,91902
Tiffany (Burton C.) Elementary,Chula Vista,91913
Valle Lindo Elementary,Chula Vista,91911
Valley Vista Elementary,Bonita,91902
Vista Square Elementary,Chula Vista,91910
Olympic View Elementary,Chula Vista,91915
Casillas (Joseph) Elementary,Chula Vista,91910
Otay Elementary,Chula Vista,91911
Marshall (Thurgood) Elementary,Chula Vista,91914
Chula Vista Hills Elementary,Chula Vista,91910
EastLake Elementary,Chula Vista,91913
Clear View,Chula Vista,91910
Heritage Elementary,Chula Vista,91913
McMillin (Corky) Elementary,Chula Vista,91913
Liberty Elementary,Chula Vista,91914
Salt Creek Elementary,Chula Vista,91914
Veterans Elementary,Chula Vista,91913
Hedenkamp (Anne and William) Elementary,Chula Vista,91913
Wolf Canyon Elementary,Chula Vista,91913
Camarena (Enrique S.) Elementary,Chula Vista,91915
Muraoka (Saburo) Elementary,Chula Vista,91915
Special Education Preschool,Chula Vista,91910
Cienega Elementary,Hollister,95023
Cinnabar Charter,Petaluma,94952
Cinnabar Elementary,Petaluma,94952
Chaparral Elementary,Claremont,91711
Claremont High,Claremont,91711
Condit Elementary,Claremont,91711
Danbury Special Education,Claremont,91711
El Roble Intermediate,Claremont,91711
Mountain View Elementary,Claremont,91711
Oakmont Elementary,Claremont,91711
San Antonio High (Continuation),Claremont,91711
Sumner Elementary,Claremont,91711
Sycamore Elementary,Claremont,91711
Vista del Valle Elementary,Claremont,91711
Community Day,Claremont,91711
Clay Elementary,Kingsburg,93631
Clear Creek Elementary,Grass Valley,95949
Cloverdale High,Cloverdale,95425
Jefferson Elementary,Cloverdale,95425
Johanna Echols-Hansen High (Continuation),Cloverdale,95425
Washington,Cloverdale,95425
Eagle Creek,Cloverdale,95425
Online Academy - Sonoma County,Cloverdale,95425
Buchanan High,Clovis,93611
Clark Intermediate,Clovis,93612
Clovis High,Clovis,93611
Clovis West High,Fresno,93720
Cole Elementary,Clovis,93612
Dry Creek Elementary,Clovis,93619
Fort Washington Elementary,Fresno,93720
Gateway High (Continuation),Clovis,93611
Jefferson Elementary,Clovis,93611
Lincoln Elementary,Fresno,93720
Miramonte Elementary,Clovis,93611
Nelson Elementary,Pinedale,93650
Sierra Vista Elementary,Clovis,93612
Tarpey Elementary,Clovis,93612
Temperance-Kutner Elementary,Fresno,93727
Weldon Elementary,Clovis,93612
Garfield Elementary,Clovis,93611
Maple Creek Elementary,Fresno,93720
Cedarwood Elementary,Clovis,93611
Copper Hills Elementary,Fresno,93720
Clovis East High,Clovis,93611
Clovis Elementary,Clovis,93611
Reyburn Intermediate,Clovis,93611
Mountain View Elementary,Fresno,93720
Century Elementary,Clovis,93611
Kastner Intermediate,Fresno,93720
Mickey Cox Elementary,Clovis,93611
Gettysburg Elementary,Clovis,93611
Fancher Creek Elementary,Fresno,93727
Valley Oak Elementary,Fresno,93720
Enterprise Alternative,Clovis,93611
Pinedale Elementary,Pinedale,93650
Red Bank Elementary,Clovis,93611
Alta Sierra Intermediate,Clovis,93611
Liberty Elementary,Fresno,93720
Riverview Elementary,Fresno,93720
Freedom Elementary,Clovis,93611
James S. Fugman Elementary,Fresno,93730
Woods (Harold L.) Elementary,Clovis,93619
